Frame_Number,Timestamp,Object_ID,Class_ID,Confidence,BBox_X1,BBox_Y1,BBox_X2,BBox_Y2,Violation_Status
236,9.4,32,3,0.4810062050819397,632,260,692,332,No Violation
242,9.64,32,3,0.4723878800868988,621,263,686,336,No Violation
243,9.68,32,3,0.4356633126735687,620,264,684,337,No Violation
244,9.72,32,3,0.35950401425361633,617,264,683,338,No Violation
247,9.84,32,3,0.8119133710861206,612,265,678,341,No Violation
248,9.88,32,3,0.863776683807373,610,265,677,342,No Violation
249,9.92,32,3,0.6108925342559814,609,266,676,343,No Violation
250,9.96,32,3,0.6529950499534607,608,266,674,344,No Violation
251,10.0,32,3,0.6734218001365662,605,267,673,345,No Violation
252,10.040000000000003,32,3,0.40393373370170593,603,267,671,347,No Violation
253,10.08,32,3,0.7697417140007019,601,267,669,347,No Violation
254,10.120000000000001,32,3,0.471329003572464,599,268,668,348,No Violation
257,10.24,32,3,0.3979130983352661,592,271,664,351,No Violation
258,10.28,32,3,0.5699477195739746,590,271,662,352,No Violation
261,10.4,32,3,0.6860734820365906,586,273,658,355,No Violation
262,10.44,32,3,0.8015292286872864,584,273,656,356,No Violation
263,10.48,32,3,0.8025351166725159,580,273,653,357,No Violation
265,10.56,32,3,0.7497674822807312,578,274,652,359,No Violation
266,10.6,32,3,0.5730552673339844,574,274,649,360,No Violation
267,10.64,32,3,0.7737143635749817,572,275,648,361,No Violation
268,10.68,32,3,0.7230256795883179,570,276,647,363,No Violation
269,10.72,32,3,0.7669859528541565,567,277,646,365,No Violation
270,10.76,32,3,0.8363068699836731,565,278,644,366,No Violation
271,10.8,32,3,0.7803691029548645,562,278,642,367,No Violation
272,10.84,32,3,0.6729484796524048,560,279,639,369,No Violation
273,10.88,32,3,0.8519536256790161,558,280,638,370,No Violation
274,10.92,32,3,0.8458511829376221,555,281,636,372,No Violation
275,10.96,32,3,0.7006821036338806,553,282,635,373,No Violation
276,11.0,32,3,0.7809057831764221,551,282,633,374,No Violation
277,11.040000000000003,32,3,0.8527457118034363,548,283,631,377,No Violation
278,11.08,32,3,0.8399766087532043,545,284,630,378,No Violation
279,11.120000000000001,32,3,0.8406948447227478,541,286,627,378,No Violation
280,11.16,32,3,0.8989197611808777,538,286,625,379,No Violation
281,11.200000000000001,32,3,0.8730717897415161,536,287,623,381,No Violation
282,11.24,32,3,0.8103788495063782,533,287,621,382,No Violation
283,11.28,32,3,0.8503221273422241,531,288,619,384,No Violation
284,11.32,32,3,0.5926802754402161,529,288,617,385,No Violation
285,11.36,32,3,0.7453359961509705,527,289,615,387,No Violation
286,11.4,32,3,0.8273875713348389,523,290,612,389,No Violation
287,11.44,32,3,0.8510403633117676,519,290,609,390,No Violation
288,11.48,32,3,0.8941588997840881,517,290,609,392,No Violation
289,11.52,32,3,0.9087818264961243,513,290,606,393,No Violation
290,11.56,32,3,0.897804319858551,509,292,604,395,No Violation
291,11.6,32,3,0.9157789945602417,506,293,602,397,No Violation
292,11.64,32,3,0.8644895553588867,503,295,599,399,No Violation
293,11.68,32,3,0.7667988538742065,501,295,597,400,No Violation
294,11.72,32,3,0.6365108489990234,497,297,593,402,No Violation
295,11.76,32,3,0.6794448494911194,493,298,591,404,No Violation
296,11.8,32,3,0.7791774868965149,490,298,591,406,No Violation
297,11.84,32,3,0.8742424249649048,486,299,589,408,No Violation
298,11.88,32,3,0.787788987159729,483,301,585,410,No Violation
299,11.92,32,3,0.8773626089096069,479,301,583,412,No Violation
300,11.96,32,3,0.8812732100486755,475,301,579,414,No Violation
301,12.0,32,3,0.8573012351989746,471,303,576,416,No Violation
302,12.040000000000003,32,3,0.8140420913696289,467,305,573,417,No Violation
303,12.08,32,3,0.8749420046806335,463,305,571,420,No Violation
304,12.120000000000001,32,3,0.7488613724708557,461,308,568,422,No Violation
305,12.16,32,3,0.8343760371208191,458,310,566,424,No Violation
306,12.200000000000001,32,3,0.7818747162818909,453,311,563,426,No Violation
307,12.24,32,3,0.6321364641189575,447,311,559,427,No Violation
308,12.280000000000001,32,3,0.5784326791763306,443,312,555,430,No Violation
311,12.4,32,3,0.8022270202636719,428,316,546,438,No Violation
312,12.44,32,3,0.8402786254882812,424,317,541,440,No Violation
313,12.48,32,3,0.834643542766571,419,318,538,442,No Violation
314,12.52,32,3,0.8840075731277466,416,319,536,445,No Violation
315,12.56,32,3,0.9037268757820129,410,321,532,447,No Violation
316,12.6,32,3,0.8846703767776489,405,323,528,450,No Violation
317,12.64,32,3,0.7395813465118408,399,325,525,453,No Violation
320,12.76,32,3,0.6948810815811157,383,330,515,464,No Violation
321,12.8,32,3,0.8057405352592468,378,331,511,466,No Violation
322,12.84,32,3,0.7786999940872192,373,333,507,469,No Violation
323,12.88,32,3,0.9143063426017761,370,335,502,471,No Violation
324,12.92,32,3,0.7619671821594238,364,337,498,473,No Violation
325,12.96,32,3,0.5653952956199646,356,338,493,474,No Violation
326,13.0,32,3,0.6608884334564209,350,339,489,477,No Violation
327,13.040000000000003,32,3,0.7179504632949829,345,341,485,482,No Violation
328,13.08,32,3,0.8234801888465881,337,343,481,486,No Violation
329,13.120000000000001,32,3,0.8786730170249939,331,346,475,490,No Violation
330,13.16,32,3,0.5372807383537292,325,348,471,492,No Violation
331,13.200000000000001,32,3,0.5119414925575256,318,350,467,495,No Violation
332,13.24,32,3,0.7268192768096924,310,351,462,500,No Violation
333,13.280000000000001,32,3,0.868688702583313,304,353,456,505,No Violation
334,13.32,32,3,0.8735180497169495,295,356,449,510,No Violation
335,13.36,32,3,0.8255004286766052,287,358,446,513,No Violation
336,13.4,32,3,0.8079403638839722,281,360,441,516,No Violation
337,13.44,32,3,0.7827255725860596,274,363,435,520,No Violation
338,13.48,32,3,0.7096797227859497,264,365,432,523,No Violation
340,13.56,32,3,0.684127926826477,246,371,421,533,No Violation
341,13.6,32,3,0.6812273263931274,239,373,415,536,No Violation
342,13.64,32,3,0.7209869623184204,232,374,409,540,No Violation
345,13.76,32,3,0.580995500087738,200,380,388,557,No Violation
346,13.8,32,3,0.812625527381897,191,382,383,563,No Violation
347,13.84,32,3,0.6956920027732849,182,385,376,565,No Violation
348,13.88,32,3,0.5726944208145142,171,387,371,571,No Violation
349,13.92,32,3,0.6923516988754272,160,391,364,577,No Violation
350,13.96,32,3,0.7183992266654968,148,396,356,583,No Violation
351,14.0,32,3,0.6802617311477661,138,400,348,588,No Violation
352,14.040000000000003,32,3,0.4697340726852417,124,403,340,595,No Violation
353,14.08,32,3,0.558466911315918,112,406,332,602,No Violation
354,14.120000000000001,32,3,0.7441396117210388,99,408,324,608,No Violation
355,14.16,32,3,0.8397451639175415,85,412,317,612,No Violation
356,14.200000000000001,32,3,0.7321163415908813,70,416,309,621,No Violation
357,14.24,32,3,0.49843716621398926,57,420,298,627,No Violation
358,14.280000000000001,32,3,0.6888341903686523,45,424,290,633,No Violation
359,14.32,32,3,0.8704549074172974,32,426,280,644,No Violation
360,14.36,32,3,0.7915370464324951,30,428,273,652,No Violation
361,14.4,32,3,0.8530272841453552,29,430,267,657,No Violation
362,14.44,32,3,0.8700876235961914,28,406,257,662,No Violation
363,14.48,32,3,0.8216716647148132,27,390,247,667,No Violation
364,14.52,32,3,0.7228516936302185,26,369,238,673,No Violation
365,14.56,32,3,0.874994695186615,25,362,231,682,No Violation
366,14.6,32,3,0.8840110301971436,24,401,222,692,No Violation
367,14.64,32,3,0.8692821264266968,23,416,211,707,No Violation
368,14.68,32,3,0.865760862827301,22,449,202,720,No Violation
369,14.72,32,3,0.8842511177062988,21,465,191,732,No Violation
370,14.76,32,3,0.8713899850845337,20,474,184,751,No Violation
371,14.8,32,3,0.8863857984542847,19,483,171,785,No Violation
372,14.84,32,3,0.9418470859527588,17,489,159,796,No Violation
373,14.88,32,3,0.9261655211448669,16,490,147,775,No Violation
374,14.92,32,3,0.8856984972953796,15,494,136,771,No Violation
375,14.96,32,3,0.8665850162506104,13,501,121,789,No Violation
376,15.0,32,3,0.8328038454055786,12,502,109,762,No Violation
377,15.040000000000003,32,3,0.8198744654655457,10,511,98,796,No Violation
378,15.08,32,3,0.783323347568512,9,518,86,818,No Violation
379,15.120000000000001,32,3,0.7887020111083984,7,525,69,829,No Violation
380,15.16,32,3,0.7756890058517456,5,526,52,825,No Violation
381,15.200000000000001,32,3,0.8196765780448914,4,531,36,816,No Violation
545,21.76,65,3,0.3806614875793457,679,249,727,305,No Violation
546,21.8,65,3,0.3780667185783386,678,250,726,306,No Violation
548,21.88,65,3,0.2710449695587158,675,251,724,308,No Violation
549,21.92,65,3,0.24422608315944672,675,250,723,309,No Violation
553,22.080000000000005,65,3,0.5920658707618713,669,251,719,310,No Violation
556,22.2,65,3,0.736975371837616,666,252,717,313,No Violation
558,22.28,65,3,0.5217534303665161,663,252,717,315,No Violation
559,22.32,65,3,0.33730021119117737,662,252,716,316,No Violation
561,22.400000000000002,65,3,0.5901538133621216,659,253,714,317,No Violation
563,22.48,65,3,0.5623440742492676,657,255,711,319,No Violation
564,22.52,65,3,0.5765583515167236,656,257,710,321,No Violation
566,22.6,65,3,0.6829767227172852,653,256,708,321,No Violation
568,22.68,65,3,0.605984628200531,651,256,707,322,No Violation
571,22.8,65,3,0.25237348675727844,647,256,703,324,No Violation
573,22.88,65,3,0.4989570677280426,644,256,699,325,No Violation
574,22.92,65,3,0.38621875643730164,643,257,698,325,No Violation
575,22.96,65,3,0.5426377058029175,642,259,697,326,No Violation
576,23.0,65,3,0.59372478723526,641,257,696,326,No Violation
577,23.04,65,3,0.5261581540107727,640,256,696,326,No Violation
578,23.080000000000005,65,3,0.5411669015884399,639,256,695,327,No Violation
579,23.12,65,3,0.549797534942627,637,257,693,328,No Violation
580,23.16,65,3,0.5174688696861267,635,260,692,330,No Violation
581,23.2,65,3,0.46615052223205566,634,259,691,331,No Violation
582,23.240000000000002,65,3,0.7461004853248596,632,262,689,331,No Violation
583,23.28,65,3,0.6520825028419495,631,261,688,333,No Violation
584,23.32,65,3,0.7920775413513184,628,262,686,334,No Violation
585,23.36,65,3,0.8174334168434143,626,262,686,334,No Violation
586,23.400000000000002,65,3,0.7201467156410217,624,263,685,335,No Violation
587,23.44,65,3,0.7015475630760193,624,263,685,335,No Violation
588,23.48,65,3,0.581628680229187,623,264,684,336,No Violation
589,23.52,65,3,0.8208804130554199,621,266,684,338,No Violation
590,23.56,65,3,0.8890764713287354,620,267,683,339,No Violation
591,23.6,65,3,0.5024347901344299,619,266,682,339,No Violation
592,23.64,65,3,0.8314002156257629,617,266,680,339,No Violation
593,23.68,65,3,0.8664081692695618,616,265,679,340,No Violation
594,23.72,65,3,0.7577876448631287,614,265,678,340,No Violation
595,23.76,65,3,0.7860135436058044,613,265,677,341,No Violation
596,23.8,65,3,0.7462887763977051,611,266,675,342,No Violation
597,23.84,65,3,0.8229084014892578,610,265,674,342,No Violation
597,23.84,71,3,0.5830080509185791,670,247,724,312,No Violation
598,23.88,65,3,0.6851150989532471,608,265,674,344,No Violation
598,23.88,71,3,0.5212159156799316,670,247,723,313,No Violation
599,23.92,65,3,0.47432810068130493,607,266,674,345,No Violation
599,23.92,71,3,0.5594297647476196,669,247,723,315,No Violation
600,23.96,65,3,0.47283291816711426,605,264,672,345,No Violation
600,23.96,71,3,0.6572405099868774,667,247,721,316,No Violation
601,24.0,65,3,0.46141916513442993,603,269,670,348,No Violation
601,24.0,71,3,0.5989201664924622,665,247,720,318,No Violation
602,24.04,71,3,0.5753588080406189,663,248,718,318,No Violation
603,24.080000000000005,71,3,0.40125373005867004,663,249,718,319,No Violation
604,24.12,71,3,0.7039923071861267,661,249,717,320,No Violation
604,24.12,72,3,0.9113580584526062,1788,555,1904,884,No Violation
605,24.16,65,3,0.5100045800209045,594,271,662,351,No Violation
605,24.16,71,3,0.7565643191337585,660,250,716,320,No Violation
605,24.16,72,3,0.9058468341827393,1775,551,1903,891,No Violation
606,24.2,65,3,0.3487710654735565,592,274,662,354,No Violation
606,24.2,71,3,0.6668640375137329,659,250,715,321,No Violation
606,24.2,72,3,0.9053152799606323,1761,543,1902,863,No Violation
607,24.240000000000002,65,3,0.3220647871494293,590,275,661,355,No Violation
607,24.240000000000002,71,3,0.6278883218765259,658,250,714,321,No Violation
607,24.240000000000002,72,3,0.823763370513916,1746,538,1899,844,No Violation
608,24.28,65,3,0.2947649359703064,588,277,660,357,No Violation
608,24.28,71,3,0.6591826677322388,657,251,713,323,No Violation
608,24.28,72,3,0.8650651574134827,1732,532,1898,830,No Violation
609,24.32,65,3,0.2354433387517929,586,278,657,358,No Violation
609,24.32,71,3,0.6997533440589905,655,251,711,323,No Violation
609,24.32,72,3,0.7996285557746887,1721,527,1897,815,No Violation
610,24.36,71,3,0.7204666137695312,653,251,710,324,No Violation
610,24.36,72,3,0.6600884199142456,1708,519,1895,802,No Violation
611,24.400000000000002,71,3,0.7902921438217163,653,251,709,324,No Violation
611,24.400000000000002,72,3,0.7655434012413025,1695,518,1894,843,No Violation
612,24.44,71,3,0.5515642762184143,649,252,708,326,No Violation
612,24.44,72,3,0.591851532459259,1683,510,1892,813,No Violation
613,24.48,71,3,0.7702186107635498,647,252,707,327,No Violation
613,24.48,72,3,0.7151652574539185,1674,508,1892,837,No Violation
614,24.52,71,3,0.8303061723709106,645,253,706,328,No Violation
614,24.52,72,3,0.8253119587898254,1667,507,1891,845,No Violation
615,24.560000000000002,71,3,0.8756505846977234,645,252,704,328,No Violation
615,24.560000000000002,72,3,0.7937151789665222,1656,500,1889,841,No Violation
616,24.6,65,3,0.3285874128341675,572,278,646,364,No Violation
616,24.6,71,3,0.8501029014587402,644,252,703,329,No Violation
616,24.6,72,3,0.8603497743606567,1644,497,1888,853,No Violation
617,24.64,65,3,0.40108293294906616,570,279,645,366,No Violation
617,24.64,71,3,0.8792520761489868,644,253,702,329,No Violation
617,24.64,72,3,0.8775335550308228,1634,492,1886,847,No Violation
618,24.68,71,3,0.8766710162162781,643,252,701,330,No Violation
618,24.68,72,3,0.8031242489814758,1625,489,1886,835,No Violation
619,24.72,71,3,0.7267104983329773,644,253,701,330,No Violation
619,24.72,72,3,0.8911145329475403,1618,484,1884,825,No Violation
620,24.76,71,3,0.7151395082473755,642,253,700,331,No Violation
620,24.76,72,3,0.7923615574836731,1607,479,1884,814,No Violation
621,24.8,71,3,0.49756526947021484,638,254,698,332,No Violation
621,24.8,72,3,0.7801225185394287,1598,475,1883,798,No Violation
622,24.84,71,3,0.6101460456848145,637,255,699,334,No Violation
622,24.84,72,3,0.7912968397140503,1590,469,1882,786,No Violation
623,24.88,71,3,0.6099366545677185,636,255,698,335,No Violation
623,24.88,72,3,0.867875874042511,1584,467,1881,779,No Violation
624,24.92,71,3,0.5257219076156616,634,255,696,335,No Violation
624,24.92,72,3,0.7539770007133484,1577,463,1881,766,No Violation
625,24.96,71,3,0.3444109857082367,632,256,696,336,No Violation
625,24.96,72,3,0.7894760966300964,1569,458,1880,752,No Violation
626,25.0,71,3,0.20590165257453918,631,257,694,335,Time Violation
626,25.0,72,3,0.7920916080474854,1561,455,1879,743,Time Violation
627,25.04,72,3,0.8391534090042114,1552,451,1875,736,Time Violation
628,25.080000000000005,72,3,0.7509229183197021,1545,446,1868,730,Time Violation
629,25.12,72,3,0.7450338006019592,1538,442,1858,717,Time Violation
630,25.16,72,3,0.6374897956848145,1530,438,1842,706,Time Violation
631,25.2,71,3,0.6098546385765076,624,262,689,341,Time Violation
631,25.2,72,3,0.7936299443244934,1522,432,1825,696,Time Violation
632,25.240000000000002,71,3,0.5607926845550537,623,262,688,342,Time Violation
632,25.240000000000002,72,3,0.7289959192276001,1515,429,1811,691,Time Violation
633,25.28,65,3,0.719559371471405,528,292,616,387,Time Violation
633,25.28,72,3,0.793599545955658,1505,427,1797,685,Time Violation
634,25.32,72,3,0.6883978247642517,1496,426,1783,679,Time Violation
635,25.36,72,3,0.6254737973213196,1490,423,1769,671,Time Violation
637,25.44,72,3,0.557956874370575,1478,416,1743,655,Time Violation
638,25.48,72,3,0.7154925465583801,1470,414,1728,649,Time Violation
639,25.52,72,3,0.6503674387931824,1462,412,1716,644,Time Violation
640,25.560000000000002,72,3,0.6569409966468811,1457,409,1705,638,Time Violation
641,25.6,72,3,0.5971841812133789,1451,405,1694,630,Time Violation
642,25.64,72,3,0.449600487947464,1445,402,1683,624,Time Violation
643,25.68,71,3,0.6619970202445984,601,267,673,355,Time Violation
643,25.68,72,3,0.6868917346000671,1440,401,1672,617,Time Violation
644,25.72,71,3,0.6752060651779175,600,268,672,356,Time Violation
644,25.72,72,3,0.6005592346191406,1434,397,1663,611,Time Violation
645,25.76,65,3,0.6031955480575562,491,299,595,410,Time Violation
645,25.76,71,3,0.6867788434028625,599,269,671,357,Time Violation
646,25.8,65,3,0.7623302340507507,486,301,592,413,Time Violation
646,25.8,72,3,0.521270751953125,1423,391,1645,602,Time Violation
647,25.84,65,3,0.6590405106544495,483,302,591,415,Time Violation
647,25.84,71,3,0.5368412733078003,596,270,668,359,Time Violation
648,25.88,65,3,0.7433092594146729,478,302,590,418,Time Violation
648,25.88,71,3,0.7187386155128479,592,271,665,360,Time Violation
649,25.92,65,3,0.5981997847557068,475,301,588,419,Time Violation
649,25.92,71,3,0.7102417945861816,590,272,663,362,Time Violation
650,25.96,65,3,0.5864861607551575,471,303,584,420,Time Violation
650,25.96,71,3,0.6836047768592834,587,272,662,363,Time Violation
651,26.0,65,3,0.3401436507701874,466,306,578,422,Time Violation
651,26.0,71,3,0.6766352653503418,585,273,662,364,Time Violation
651,26.0,72,3,0.40659046173095703,1397,380,1600,574,Time Violation
652,26.04,71,3,0.7970818877220154,582,274,660,364,Time Violation
653,26.080000000000005,71,3,0.9020279049873352,579,275,658,366,Time Violation
653,26.080000000000005,72,3,0.6169577240943909,1388,377,1583,564,Time Violation
654,26.12,71,3,0.9132307767868042,578,275,656,367,Time Violation
655,26.16,71,3,0.7826492190361023,576,276,654,369,Time Violation
656,26.2,71,3,0.9034478068351746,575,276,652,370,Time Violation
657,26.240000000000002,71,3,0.8694790601730347,572,277,651,373,Time Violation
658,26.28,71,3,0.8998041749000549,569,278,649,374,Time Violation
659,26.32,71,3,0.8233170509338379,568,278,648,375,Time Violation
660,26.36,71,3,0.8429096937179565,565,279,646,376,Time Violation
660,26.36,72,3,0.5042086839675903,1358,364,1531,538,Time Violation
661,26.400000000000002,71,3,0.8470850586891174,560,280,645,377,Time Violation
662,26.44,71,3,0.7614457011222839,556,279,643,379,Time Violation
663,26.48,71,3,0.8830172419548035,554,279,642,381,Time Violation
664,26.52,71,3,0.8421952128410339,550,280,639,382,Time Violation
665,26.560000000000002,71,3,0.8144290447235107,550,281,638,384,Time Violation
666,26.6,71,3,0.7328147292137146,548,281,636,385,Time Violation
667,26.64,71,3,0.8626307845115662,545,282,635,386,Time Violation
667,26.64,72,3,0.342603474855423,1330,352,1484,512,Time Violation
668,26.68,71,3,0.6534479260444641,541,284,634,388,Time Violation
669,26.72,71,3,0.8238139152526855,537,285,632,390,Time Violation
670,26.76,71,3,0.7992603182792664,534,287,630,392,Time Violation
671,26.8,71,3,0.8384914994239807,531,287,627,394,Time Violation
672,26.84,71,3,0.6129025816917419,528,286,624,397,Time Violation
674,26.92,71,3,0.6338555812835693,522,290,619,399,Time Violation
681,27.2,78,3,0.6692321300506592,1786,650,1904,898,Time Violation
682,27.240000000000002,78,3,0.862160325050354,1773,647,1902,883,Time Violation
683,27.28,78,3,0.8455215692520142,1760,629,1901,868,Time Violation
684,27.32,78,3,0.6566522717475891,1745,619,1899,850,Time Violation
685,27.36,78,3,0.8424118757247925,1731,608,1898,834,Time Violation
686,27.400000000000002,78,3,0.7993126511573792,1719,602,1896,827,Time Violation
687,27.44,78,3,0.506233811378479,1705,603,1895,929,Time Violation
688,27.48,78,3,0.6423114538192749,1694,599,1894,923,Time Violation
689,27.52,78,3,0.6200183629989624,1681,588,1892,890,Time Violation
692,27.64,78,3,0.11213648319244385,1649,580,1889,924,Time Violation
699,27.92,71,3,0.6931441426277161,412,314,546,452,Time Violation
700,27.96,71,3,0.5944038033485413,407,314,543,458,Time Violation
704,28.12,78,3,0.18147070705890656,1544,513,1874,761,Time Violation
708,28.28,65,3,0.6622308492660522,35,418,315,652,Time Violation
709,28.32,65,3,0.6919184923171997,34,419,307,659,Time Violation
711,28.400000000000002,65,3,0.7353717088699341,32,422,291,676,Time Violation
722,28.84,65,3,0.23077115416526794,21,473,195,819,Time Violation
723,28.88,65,3,0.3591999411582947,20,460,180,824,Time Violation
724,28.92,65,3,0.1791462004184723,19,462,173,822,Time Violation
725,28.96,65,3,0.3766448199748993,18,457,164,826,Time Violation
726,29.0,65,3,0.645213782787323,17,464,154,840,Time Violation
726,29.0,71,3,0.7580806612968445,222,360,422,556,Time Violation
727,29.04,65,3,0.43745896220207214,16,468,144,836,Time Violation
727,29.04,71,3,0.8552877902984619,212,362,415,561,Time Violation
728,29.080000000000005,65,3,0.4522092044353485,14,476,129,830,Time Violation
728,29.080000000000005,71,3,0.8677032589912415,201,364,409,564,Time Violation
729,29.12,71,3,0.8303039073944092,191,365,402,570,Time Violation
730,29.16,71,3,0.7285559177398682,180,368,394,576,Time Violation
731,29.2,65,3,0.15742790699005127,10,579,92,839,Time Violation
731,29.2,71,3,0.7817128896713257,171,370,387,580,Time Violation
732,29.240000000000002,71,3,0.6984344124794006,160,372,381,588,Time Violation
733,29.28,71,3,0.8310006856918335,148,375,374,596,Time Violation
734,29.32,71,3,0.7710770964622498,137,378,369,602,Time Violation
735,29.36,71,3,0.6977801322937012,123,379,363,608,Time Violation
736,29.400000000000002,71,3,0.7175297141075134,112,382,353,614,Time Violation
737,29.44,71,3,0.8758145570755005,98,384,345,620,Time Violation
738,29.48,71,3,0.8550192713737488,83,387,336,627,Time Violation
739,29.52,71,3,0.7592679262161255,69,391,327,636,Time Violation
740,29.560000000000002,71,3,0.8244755268096924,54,395,319,644,Time Violation
741,29.6,71,3,0.9080867171287537,41,395,313,649,Time Violation
742,29.64,71,3,0.9218011498451233,33,398,304,655,Time Violation
743,29.68,71,3,0.8886006474494934,33,402,297,664,Time Violation
744,29.72,71,3,0.7861804962158203,32,407,288,672,Time Violation
745,29.76,71,3,0.7742322087287903,31,409,281,682,Time Violation
746,29.8,71,3,0.8388319611549377,30,413,274,690,Time Violation
747,29.84,71,3,0.649613082408905,29,417,265,696,Time Violation
748,29.88,71,3,0.7962032556533813,28,421,257,708,Time Violation
749,29.92,71,3,0.7867387533187866,27,424,248,724,Time Violation
750,29.96,71,3,0.8412966728210449,26,427,240,736,Time Violation
751,30.0,71,3,0.9056504368782043,25,431,231,745,Time Violation
752,30.04,71,3,0.8649424314498901,24,436,222,756,Time Violation
753,30.080000000000005,71,3,0.8302206993103027,23,443,211,795,Time Violation
754,30.12,71,3,0.7937908172607422,22,444,200,790,Time Violation
755,30.16,71,3,0.8135257363319397,21,444,191,767,Time Violation
756,30.2,71,3,0.8616407513618469,20,443,182,762,Time Violation
757,30.240000000000002,71,3,0.8467621803283691,19,449,171,775,Time Violation
758,30.28,71,3,0.7258623242378235,17,428,159,744,Time Violation
759,30.32,71,3,0.8016214966773987,16,448,148,743,Time Violation
760,30.36,71,3,0.8735139966011047,15,461,135,753,Time Violation
761,30.400000000000002,71,3,0.8288412094116211,13,467,119,751,Time Violation
762,30.44,71,3,0.6109576225280762,12,471,108,759,Time Violation
763,30.48,71,3,0.6900843977928162,10,480,94,808,Time Violation
764,30.52,71,3,0.7380807995796204,8,480,77,798,Time Violation
765,30.560000000000002,71,3,0.660390317440033,6,486,62,814,Time Violation
766,30.6,71,3,0.5405563116073608,5,491,47,873,Time Violation
767,30.64,71,3,0.2675294578075409,3,488,34,855,Time Violation
